"site_id","sitename","lon","lat","format_name","file_path","filename","start_date","end_date","duration","created_at"
"1000000008","Rhinelander Aspen FACE Experiment (FACE-RHIN)","-89.5","45.6","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/FACE_a_ED2_site_1-8","ED_MET_DRIVER_HEADER","1/1/1998 00:00:00","31/12/2008 00:00:00","10 years 11 mons 30 days","2/12/2015 04:19:18.007572"
"666","Oak Ridge National Laboratory (FACE-ORNL)","-84.31","35.93","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/FACE_a_ED2_site_0-666","ED_MET_DRIVER_HEADER","1/1/1998 00:00:00","31/12/2008 00:00:00","10 years 11 mons 30 days","3/12/2015 21:53:05.700205"
"666","Oak Ridge National Laboratory (FACE-ORNL)","-84.31","35.93","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/FACE_e_ED2_site_0-666	","ED_MET_DRIVER_HEADER","1/1/1998 00:00:00","31/12/2008 00:00:00","10 years 11 mons 30 days","3/12/2015 21:53:43.94156"
"676","Willow Creek (US-WCr)","-90.07961","45.805925","ED2.cohort","/projectnb/dietzelab/ashiklom/sites","US-WCr_2000_Inventory_ED2_Cohort","1/1/2000 06:00:00","1/1/2001 05:59:00","11 mons 30 days 23:59:00","12/4/2016 22:05:49.209715"
"1000017283","MANDIFORE-SEUS-8164","-89.833633","35.1149478","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-17283","NARR_ED2_site_1-17283","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:20:44.352785"
"1000022383","MANDIFORE-PNW-6930","-122.422788","44.7588834","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-22383","NARR_ED2_site_1-22383","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 18:57:46.960701"
"1000012599","MANDIFORE-SEUS-10634","-77.546393","37.4504001","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-12599","NARR_ED2_site_1-12599","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:21:47.861537"
"1000014996","MANDIFORE-SEUS-4734","-84.2952923","32.0746574","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-14996","NARR_ED2_site_1-14996","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:16:32.252515"
"1000003507","MANDIFORE-SEUS-6550","-90.6994516","33.8136651","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-3507","NARR_ED2_site_1-3507","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:17:01.83922"
"1000020910","MANDIFORE-PNW-5","-122.9648608","38.4084564","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-20910","NARR_ED2_site_1-20910","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:01:03.707746"
"1000000830","MANDIFORE-SEUS-1287","-82.5772755","29.5187027","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-830","NARR_ED2_site_1-830","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:17:52.376404"
"1000003193","MANDIFORE-SEUS-5912","-85.779822","33.0311475","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-3193","NARR_ED2_site_1-3193","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:29:34.790962"
"1000016366","MANDIFORE-SEUS-6977","-88.1784253","33.9395215","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-16366","NARR_ED2_site_1-16366","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:19:47.246448"
"1000018545","MANDIFORE-SEUS-9650","-77.2550594","35.4022421","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-18545","NARR_ED2_site_1-18545","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:48:31.27256"
"1000019207","MANDIFORE-PNW-10435","-123.2767085","47.7788891","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-19207","NARR_ED2_site_1-19207","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:38:48.634575"
"1000014889","MANDIFORE-SEUS-4566","-87.5919077","32.2792496","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-14889","NARR_ED2_site_1-14889","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:17:54.913693"
"1000022855","MANDIFORE-PNW-7870","-121.1325926","45.851964","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-22855","NARR_ED2_site_1-22855","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:02:00.77327"
"676","Willow Creek (US-WCr)","-90.07961","45.805925","ED2.cohort","/projectnb/dietzelab/ashiklom/ed-inputs/US-WCr/rtm-1cohort-late-hardwood","rtm-1cohort-late-hardwood-cohort",,,,"11/10/2016 13:18:39.139893"
"676","Willow Creek (US-WCr)","-90.07961","45.805925","ED2.cohort","/projectnb/dietzelab/ashiklom/ed-inputs/US-WCr/rtm-1cohort-early-hardwood","rtm-1cohort-early-hardwood-cohort",,,,"12/10/2016 15:18:30.083944"
"676","Willow Creek (US-WCr)","-90.07961","45.805925","ED2.cohort","/projectnb/dietzelab/ashiklom/ed-inputs/US-WCr/rtm-1cohort-north-pine","rtm-1cohort-north-pine-cohort",,,,"11/10/2016 13:19:48.09235"
"1000019982","MANDIFORE-PNW-2794","-122.9503184","40.9215518","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-19982","NARR_ED2_site_1-19982","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 19:00:47.780459"
"676","Willow Creek (US-WCr)","-90.07961","45.805925","ED2.cohort","/projectnb/dietzelab/ashiklom/ed-inputs/US-WCr/rtm-1cohort-late-conifer","rtm-1cohort-late-conifer-cohort",,,,"12/10/2016 15:26:56.636416"
"1000014357","MANDIFORE-SEUS-3642","-84.1896116","31.3395855","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-14357","NARR_ED2_site_1-14357","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:24:53.856358"
"1000003439","MANDIFORE-SEUS-6408","-90.9225487","33.7340627","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-3439","NARR_ED2_site_1-3439","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 19:14:35.339219"
"1000022461","MANDIFORE-PNW-7072","-117.6416441","45.7236386","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-22461","NARR_ED2_site_1-22461","10/6/2000 00:00:00","15/6/2000 00:00:00","5 days","13/10/2016 15:44:42.203268"
"1000019515","MANDIFORE-PNW-10975","-120.2392157","48.8240785","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-19515","NARR_ED2_site_1-19515","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:39:48.394678"
"1000021356","MANDIFORE-PNW-5639","-116.1341053","44.6715856","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-21356","NARR_ED2_site_1-21356","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 18:14:31.629683"
"1000016225","MANDIFORE-SEUS-6786","-95.4873722","34.113045","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-16225","NARR_ED2_site_1-16225","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:49:48.071986"
"1000020323","MANDIFORE-PNW-3745","-120.4456471","42.2695465","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-20323","NARR_ED2_site_1-20323","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:53:17.972242"
"1000022541","MANDIFORE-PNW-7202","-114.2631264","46.3188702","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-22541","NARR_ED2_site_1-22541","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:32:56.165983"
"1000016630","MANDIFORE-SEUS-7360","-81.5527991","33.5677328","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-16630","NARR_ED2_site_1-16630","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:25:54.002332"
"1000020092","MANDIFORE-PNW-3107","-122.5892778","41.2782443","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-20092","NARR_ED2_site_1-20092","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 18:23:41.389398"
"1000021334","MANDIFORE-PNW-5616","-118.9568106","44.2075213","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-21334","NARR_ED2_site_1-21334","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:02:57.204431"
"1000023097","MANDIFORE-PNW-8365","-123.7815926","45.7899272","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-23097","NARR_ED2_site_1-23097","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 18:15:26.533138"
"1000023220","MANDIFORE-PNW-8592","-121.2448522","46.4845163","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-23220","NARR_ED2_site_1-23220","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:55:01.018666"
"1000004108","MANDIFORE-SEUS-8291","-82.6901687","34.6091637","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-4108","NARR_ED2_site_1-4108","1/1/2000 00:00:00","31/12/2000 00:00:00","11 mons 30 days","8/9/2016 13:45:15.854891"
"1000012736","MANDIFORE-SEUS-10876","-77.3240806","38.7805728","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-12736","NARR_ED2_site_1-12736","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","22/9/2016 12:26:49.385524"
"1000020964","MANDIFORE-PNW-5096","-119.4123873","43.6641945","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-20964","NARR_ED2_site_1-20964","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","22/9/2016 15:16:31.276793"
"1000020217","MANDIFORE-PNW-3434","-120.5879153","41.9645772","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-20217","NARR_ED2_site_1-20217","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 18:25:25.25208"
"1000004002","MANDIFORE-SEUS-7926","-82.4263584","34.2171764","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-4002","NARR_ED2_site_1-4002","1/6/2004 00:00:00","30/6/2004 00:00:00","29 days","22/9/2016 11:18:56.476271"
"1000019371","MANDIFORE-PNW-10676","-118.8356646","48.7825098","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-19371","NARR_ED2_site_1-19371","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","23/9/2016 17:14:08.407335"
"1000022891","MANDIFORE-PNW-7956","-123.2663772","45.5219944","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-22891","NARR_ED2_site_1-22891","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 18:20:53.066264"
"1000022218","MANDIFORE-PNW-6686","-114.2665498","45.8593603","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-22218","NARR_ED2_site_1-22218","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","23/9/2016 17:04:16.286085"
"1000003375","MANDIFORE-SEUS-6272","-90.4948174","33.6247583","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-3375","NARR_ED2_site_1-3375","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:14:48.622763"
"1000023892","MANDIFORE-PNW-9767","-116.2129678","48.3527722","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-23892","NARR_ED2_site_1-23892","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:57:01.226252"
"1000003707","MANDIFORE-SEUS-7045","-96.2524767","34.2928161","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-3707","NARR_ED2_site_1-3707","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 18:14:17.34066"
"1000000799","MANDIFORE-SEUS-1216","-81.4715222","29.2839858","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-799","NARR_ED2_site_1-799","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:35:19.364369"
"1000019730","MANDIFORE-PNW-1763","-122.7330034","40.0393066","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-19730","NARR_ED2_site_1-19730","10/6/2000 00:00:00","15/6/2000 00:00:00","5 days","13/10/2016 15:44:57.915445"
"1000020024","MANDIFORE-PNW-2903","-122.2920743","41.155533","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-20024","NARR_ED2_site_1-20024","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:27:47.207419"
"1000019652","MANDIFORE-PNW-11479","-121.8463434","49.0026636","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-19652","NARR_ED2_site_1-19652","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:03:02.829477"
"1000020513","MANDIFORE-PNW-416","-123.2063481","38.7258421","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-20513","NARR_ED2_site_1-20513","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:04:58.646675"
"1000003653","MANDIFORE-SEUS-6921","-95.9241542","34.2036139","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-3653","NARR_ED2_site_1-3653","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:02:00.880459"
"1000019160","MANDIFORE-PNW-10359","-119.7784036","48.3414944","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-19160","NARR_ED2_site_1-19160","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:04:49.782794"
"1000015732","MANDIFORE-SEUS-6023","-88.0251817","33.3001516","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-15732","NARR_ED2_site_1-15732","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:00:11.177898"
"1000023728","MANDIFORE-PNW-9516","-121.9350113","47.1960399","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-23728","NARR_ED2_site_1-23728","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 18:26:20.930449"
"1000015066","MANDIFORE-SEUS-4846","-86.8278643","32.3998877","ED2.cohort","/projectnb/dietzelab/pecan.data/input/FIA_ED2_site_1-15066","FIA_ED2_site_1-15066","1/1/2000 00:00:00","31/12/2000 00:00:00","11 mons 30 days","25/10/2016 10:23:23.335361"
"1000014122","MANDIFORE-SEUS-3239","-83.6033375","31.0035881","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-14122","NARR_ED2_site_1-14122","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 16:24:53.161268"
"1000021687","MANDIFORE-PNW-6040","-117.60248","44.8070097","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-21687","NARR_ED2_site_1-21687","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 19:01:28.329912"
"1000021692","MANDIFORE-PNW-6045","-116.9846909","44.9068147","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-21692","NARR_ED2_site_1-21692","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:55:10.509542"
"1000021786","MANDIFORE-PNW-6159","-115.6453644","45.2043879","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-21786","NARR_ED2_site_1-21786","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 19:05:46.720915"
"1000021831","MANDIFORE-PNW-622","-123.2720783","38.8969984","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-21831","NARR_ED2_site_1-21831","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:14:12.749059"
"1000021604","MANDIFORE-PNW-5939","-117.3273866","44.7597018","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-21604","NARR_ED2_site_1-21604","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:56:04.009339"
"1000020307","MANDIFORE-PNW-3729","-122.3237787","41.8919574","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-20307","NARR_ED2_site_1-20307","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:03:51.283677"
"1000021404","MANDIFORE-PNW-5703","-120.9290364","43.9366436","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-21404","NARR_ED2_site_1-21404","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","23/9/2016 17:15:26.090693"
"1000001175","MANDIFORE-SEUS-2098","-87.7582728","30.6683133","ED2.cohort","/projectnb/dietzelab/pecan.data/input/FIA_ED2_site_1-1175","FIA_ED2_site_1-1175","1/1/2000 00:00:00","31/12/2000 00:00:00","11 mons 30 days","25/10/2016 11:12:59.925797"
"1000002407","MANDIFORE-SEUS-4418","-88.7704249","32.270941","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-2407","NARR_ED2_site_1-2407","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","22/9/2016 12:28:06.123492"
"1000020445","MANDIFORE-PNW-4038","-122.4237182","42.149889","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-20445","NARR_ED2_site_1-20445","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","22/9/2016 15:17:37.314931"
"1000021174","MANDIFORE-PNW-5404","-119.6249888","43.902953","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-21174","NARR_ED2_site_1-21174","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","23/9/2016 17:01:58.182138"
"1000020161","MANDIFORE-PNW-3309","-123.1188105","41.3501884","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-20161","NARR_ED2_site_1-20161","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","23/9/2016 17:16:49.086035"
"1000023227","MANDIFORE-PNW-8629","-116.5501577","47.2823104","ED2.cohort","/projectnb/dietzelab/pecan.data/input/FIA_ED2_site_1-23227","FIA_ED2_site_1-23227","1/1/2000 00:00:00","31/12/2000 00:00:00","11 mons 30 days","25/10/2016 07:39:50.793776"
"1000000238","Kannenbruch Forest (DE-Kan)","10.6","53.7833","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-238","NARR_ED2_site_1-238","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:04:11.984416"
"1000001947","MANDIFORE-SEUS-3566","-92.2082475","31.8997772","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-1947","NARR_ED2_site_1-1947","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 17:21:32.617029"
"1000023894","MANDIFORE-PNW-9769","-115.9515843","48.3908676","ED2.cohort","/projectnb/dietzelab/pecan.data/input/FIA_ED2_site_1-23894","FIA_ED2_site_1-23894","1/1/2000 00:00:00","31/12/2000 00:00:00","11 mons 30 days","25/10/2016 07:39:55.444404"
"1000002249","MANDIFORE-SEUS-4116","-91.8714914","32.2472124","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-2249","NARR_ED2_site_1-2249","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","22/9/2016 12:29:07.070079"
"1000020862","MANDIFORE-PNW-4919","-115.8272362","44.0759618","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-20862","NARR_ED2_site_1-20862","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 19:20:56.356015"
"1000022780","MANDIFORE-PNW-7711","-115.1542494","46.6553917","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-22780","NARR_ED2_site_1-22780","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","23/9/2016 17:03:04.388405"
"1000023298","MANDIFORE-PNW-8751","-114.1226731","47.7185324","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-23298","NARR_ED2_site_1-23298","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","23/9/2016 17:17:52.724993"
"1000019959","MANDIFORE-PNW-2705","-121.3018718","41.1750299","ED2.cohort","/projectnb/dietzelab/pecan.data/input/FIA_ED2_site_1-19959","FIA_ED2_site_1-19959","1/1/2000 00:00:00","31/12/2000 00:00:00","11 mons 30 days","25/10/2016 07:39:59.994008"
"1000021186","MANDIFORE-PNW-5416","-118.1660838","44.159725","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-21186","NARR_ED2_site_1-21186","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","23/9/2016 17:18:58.585033"
"1000019662","MANDIFORE-PNW-11677","-122.9586276","48.9780093","ed.met_driver_header files format","/projectnb/dietzelab/pecan.data/input/NARR_ED2_site_1-19662","NARR_ED2_site_1-19662","1/1/2000 00:00:00","31/12/2015 00:00:00","15 years 11 mons 30 days","13/10/2016 19:01:43.429627"
"1000012894","MANDIFORE-SEUS-1261","-90.8275634","30.2237492","ED2.cohort","/projectnb/dietzelab/pecan.data/input/FIA_ED2_site_1-12894","FIA_ED2_site_1-12894","1/1/2000 00:00:00","31/12/2000 00:00:00","11 mons 30 days","25/10/2016 10:23:28.628836"
